GX,GY,GZ,AX,AY,AZ,timestamp,activity,session_id
-2.319,-8.972,-7.935,-0.26,-1.271,0.97,1746799530.702513,sawing,3
14.16,-20.569,14.404,-0.289,-1.054,0.893,1746799530.809968,sawing,3
-5.066,22.4,-21.057,0.032,1.658,1.217,1746799530.924219,sawing,3
9.277,-13.245,2.686,-0.111,0.6,0.652,1746799531.018457,sawing,3
-0.488,31.616,-24.597,-0.462,-2.324,1.118,1746799531.107293,sawing,3
-4.395,-12.268,10.803,0.013,-0.638,0.989,1746799531.221368,sawing,3
1.709,31.006,-2.563,-0.557,1.232,1.593,1746799531.337549,sawing,3
-14.099,-11.719,-18.127,-0.167,-0.175,0.89,1746799531.449244,sawing,3
-10.864,-2.93,-22.522,0.422,-0.631,-0.322,1746799531.539584,sawing,3
40.405,26.55,3.845,-0.139,-0.081,0.761,1746799531.651537,sawing,3
0.061,-0.916,2.197,-0.603,0.354,1.337,1746799531.751965,sawing,3
-24.658,-34.119,2.258,-1.154,-1.675,1.637,1746799531.874055,sawing,3
-22.461,-0.427,-7.08,-0.25,-1.455,0.903,1746799532.034471,sawing,3
17.944,26.428,-8.911,0.116,0.611,0.481,1746799532.126537,sawing,3
7.324,-16.296,3.113,0.102,0.477,0.9,1746799532.223145,sawing,3
-4.7,-42.236,-12.878,-0.495,-1.135,1.911,1746799532.339305,sawing,3
7.507,-2.258,0.916,0.206,-1.325,0.727,1746799532.448073,sawing,3
14.404,42.969,-17.761,-0.368,1.095,0.819,1746799532.579057,sawing,3
3.54,4.639,-0.183,0.079,1.123,0.497,1746799532.776248,sawing,3
-17.151,-13.794,-15.076,-0.344,-1.638,1.344,1746799532.776248,sawing,3
25.452,-15.991,18.25,-0.211,-1.346,0.755,1746799532.851138,sawing,3
4.211,51.514,-23.132,-0.212,1.032,0.753,1746799533.065026,sawing,3
-9.399,-10.803,1.953,-0.007,0.549,0.646,1746799533.065026,sawing,3
-10.498,10.254,-21.545,-0.298,-1.527,0.418,1746799533.150238,sawing,3
21.423,-21.912,17.09,-0.306,-1.066,0.884,1746799533.260796,sawing,3
-12.695,34.424,-14.465,-0.149,1.307,0.867,1746799533.35872,sawing,3
8.423,0.122,22.4,0.25,1.132,0.33,1746799533.487227,sawing,3
-5.859,71.35,-35.583,-0.683,-2.812,1.891,1746799533.576316,sawing,3
33.508,-26.978,30.396,-0.114,-0.894,1.172,1746799533.681094,sawing,3
-7.69,35.339,-24.719,-0.244,1.572,0.485,1746799533.777105,sawing,3
17.151,-1.831,2.197,0.28,0.634,0.148,1746799533.874,sawing,3
18.066,10.376,-16.479,-0.74,-2.009,1.259,1746799533.985257,sawing,3
51.88,22.949,26.245,-0.366,-0.85,1.015,1746799534.116313,sawing,3
-17.334,20.813,-34.424,-0.119,1.817,1.213,1746799534.243985,sawing,3
10.254,-26.245,21.423,0.743,0.975,-0.1,1746799534.474561,sawing,3
6.348,37.964,-6.958,-0.29,-1.133,0.893,1746799534.474561,sawing,3
33.447,11.047,20.508,-0.559,-1.031,0.972,1746799534.602699,sawing,3
-24.353,37.72,-30.396,-1.191,-0.615,2.037,1746799534.690118,sawing,3
-33.386,-32.715,-12.146,0.454,0.464,0.124,1746799534.795651,sawing,3
9.338,13.55,-4.028,0.183,-0.488,-0.218,1746799534.897505,sawing,3
60.73,24.048,24.353,-0.171,-0.569,0.71,1746799534.963109,sawing,3
-28.992,52.673,-31.311,-0.866,0.932,2.053,1746799535.106,sawing,3
-50.354,-46.082,-25.024,-0.379,-0.608,0.443,1746799535.209426,sawing,3
-11.658,4.211,-20.874,-0.076,-0.812,-0.096,1746799535.32347,sawing,3
24.353,25.696,-0.916,-0.107,0.192,0.485,1746799535.407669,sawing,3
11.902,4.578,3.723,-0.698,0.607,1.371,1746799535.486073,sawing,3
-29.297,-53.04,-11.719,-0.187,-1.04,1.138,1746799535.588129,sawing,3
-39.673,-10.681,-12.817,-1.083,-2.081,1.469,1746799535.717556,sawing,3
2.808,14.893,-11.108,0.121,0.5,0.371,1746799535.828296,sawing,3
16.907,-7.935,12.634,-0.848,0.452,1.605,1746799535.923802,sawing,3
-20.508,-34.546,-8.057,-0.965,-1.284,1.937,1746799536.029536,sawing,3
-6.775,-25.635,3.235,-0.434,-1.642,1.243,1746799536.144337,sawing,3
-9.338,20.569,-9.949,-0.478,1.2,1.126,1746799536.24483,sawing,3
18.25,-5.31,23.926,0.081,0.554,0.433,1746799536.427046,sawing,3
21.24,48.157,6.47,-1.065,-2.704,1.805,1746799536.536667,sawing,3
-4.883,-24.902,9.644,-0.2,-0.769,1.114,1746799536.638822,sawing,3
-3.845,33.02,-18.188,-0.309,1.267,1.056,1746799536.745342,sawing,3
-6.897,-18.982,-4.211,0.17,0.438,0.603,1746799536.843996,sawing,3
14.038,1.221,-3.601,0.267,-0.609,-0.284,1746799536.944459,sawing,3
33.203,24.597,7.202,-0.169,-0.482,1.175,1746799537.049618,sawing,3
-7.568,26.611,-3.967,-0.72,0.661,1.891,1746799537.098493,sawing,3
-2.869,4.517,9.766,0.233,0.623,0.176,1746799537.252325,sawing,3
3.296,21.79,-8.057,-0.041,-1.286,0.344,1746799537.313812,sawing,3
17.395,14.893,4.7,-0.257,-0.351,1.071,1746799537.461574,sawing,3
-15.076,27.1,-2.502,-0.636,0.262,1.925,1746799537.514192,sawing,3
-33.081,-24.353,-19.836,0.052,0.149,0.659,1746799537.665862,sawing,3
13.245,-6.226,-5.737,0.318,-0.66,-0.266,1746799537.759901,sawing,3
16.174,24.475,-3.784,0.029,0.261,0.702,1746799537.877898,sawing,3
15.198,6.958,17.151,-0.791,-0.081,1.933,1746799537.946993,sawing,3
-25.574,-43.396,-5.859,-0.263,-1.112,1.086,1746799538.187194,sawing,3
6.653,-1.404,-12.39,0.111,-0.489,0.017,1746799538.187194,sawing,3
23.865,21.973,4.395,-0.283,-0.154,0.801,1746799538.279877,sawing,3
2.014,13.0,9.766,-0.667,0.021,2.124,1746799538.375742,sawing,3
-34.302,-70.251,-4.883,-1.169,-1.573,0.798,1746799538.488614,sawing,3
-3.967,11.414,-22.949,0.085,-0.428,0.146,1746799538.586586,sawing,3
51.514,24.597,20.386,0.134,-0.436,0.458,1746799538.739868,sawing,3
-28.015,30.945,-13.062,-0.859,0.286,1.842,1746799538.887312,sawing,3
-12.146,-33.325,8.789,0.007,0.088,0.489,1746799538.941444,sawing,3
26.245,34.18,-8.972,0.062,-0.948,0.114,1746799539.097498,sawing,3
57.678,29.785,19.409,-0.234,-0.773,1.302,1746799539.198207,sawing,3
-23.743,20.63,-15.198,-0.221,1.675,1.071,1746799539.292283,sawing,3
25.33,-3.662,5.188,0.027,0.75,0.26,1746799539.476502,sawing,3
23.621,7.996,-1.892,-0.186,-1.338,0.833,1746799539.476502,sawing,3
54.565,10.498,22.4,-1.024,-1.568,2.339,1746799539.59797,sawing,3
-34.851,22.766,-26.001,0.031,0.912,1.446,1746799539.714786,sawing,3
24.414,26.306,12.756,-0.44,-0.121,0.959,1746799540.020904,sawing,3
-5.859,-32.471,-11.658,-0.445,-0.002,1.176,1746799540.020904,sawing,3
35.4,8.423,24.292,0.111,-0.436,0.527,1746799540.117801,sawing,3
-25.452,41.931,-10.376,-1.015,0.12,1.897,1746799540.223677,sawing,3
-4.395,3.967,8.118,0.339,0.519,-0.284,1746799540.423914,sawing,3
-2.258,17.761,-24.353,-0.438,-2.051,1.126,1746799540.423914,sawing,3
49.133,21.423,20.264,-0.551,-0.918,1.323,1746799540.509958,sawing,3
-34.729,19.409,-19.714,0.069,1.364,0.764,1746799540.736184,sawing,3
0.916,13.794,7.507,-0.004,1.011,0.307,1746799540.736184,sawing,3
15.076,16.174,-6.958,-0.16,-0.639,0.921,1746799540.842416,sawing,3
-34.79,-72.571,-27.71,-0.62,-0.361,0.755,1746799541.138454,sawing,3
-24.597,18.921,-24.292,0.102,0.95,0.817,1746799541.138454,sawing,3
-36.987,-31.067,-11.78,-0.443,-1.031,1.404,1746799541.248987,sawing,3
4.7,-24.841,-4.211,0.205,-0.381,-0.195,1746799541.338199,sawing,3
39.185,21.729,8.301,-0.015,-0.095,0.57,1746799541.51788,sawing,3
32.532,-1.16,28.809,-0.657,0.666,1.343,1746799541.66644,sawing,3
-43.579,-53.528,-15.015,-0.493,-0.748,1.542,1746799541.720507,sawing,3
-5.371,-23.621,-13.306,0.268,-0.716,-0.017,1746799541.940421,sawing,3
41.199,15.015,11.963,-0.214,-0.271,0.695,1746799541.940421,sawing,3
-21.484,43.091,-14.038,-0.8,0.661,1.776,1746799542.008202,sawing,3
-31.494,-58.594,-16.357,-0.167,-0.606,1.064,1746799542.179004,sawing,3
-1.953,-2.075,-9.338,0.221,-0.987,0.08,1746799542.234581,sawing,3
26.55,23.071,-3.479,-0.044,0.055,0.561,1746799542.374638,sawing,3
-3.357,14.709,-7.385,-0.775,-0.456,1.405,1746799542.482885,sawing,3
-16.541,-28.137,-15.747,-0.005,-0.055,1.041,1746799542.58059,sawing,3
-18.921,-24.78,-24.841,-0.327,-0.431,0.749,1746799542.694254,sawing,3
8.911,18.738,7.996,0.227,-0.026,0.271,1746799542.804328,sawing,3
-3.906,34.729,-4.456,-1.369,-1.179,1.726,1746799542.89099,sawing,3
-9.827,-34.973,-16.296,-0.142,-0.19,0.927,1746799542.989811,sawing,3
4.761,-6.287,-14.893,0.357,-0.521,0.011,1746799543.050625,sawing,3
12.39,15.137,-0.244,0.069,0.231,0.507,1746799543.180807,sawing,3
13.55,-8.484,6.653,-0.528,0.474,1.893,1746799543.298431,sawing,3
-16.968,-48.157,-15.991,-0.953,-1.932,1.771,1746799543.405808,sawing,3
-13.916,-4.395,-12.573,0.051,-1.199,-0.329,1746799543.507401,sawing,3
-5.432,25.269,-18.982,-0.134,0.424,0.594,1746799543.609504,sawing,3
43.518,10.864,30.64,-0.678,-0.192,1.438,1746799543.696223,sawing,3
24.78,-13.184,2.197,-1.082,-0.776,1.942,1746799543.812539,sawing,3
-41.931,-15.686,-25.513,-0.206,-0.989,0.671,1746799543.905413,sawing,3
7.019,32.776,-6.958,0.019,0.484,0.916,1746799544.017674,sawing,3
15.442,5.92,9.644,-1.131,-0.781,1.672,1746799544.133972,sawing,3
27.222,10.925,9.46,-0.651,-0.492,1.416,1746799544.243398,sawing,3
-43.457,-41.748,-10.071,-0.563,-1.633,1.61,1746799544.339354,sawing,3
-28.809,16.785,-18.738,0.024,1.097,0.73,1746799544.457679,sawing,3
-1.221,-8.789,30.029,-0.603,-1.675,1.386,1746799544.534427,sawing,3
16.296,-28.931,2.502,-0.884,-1.431,1.446,1746799544.633904,sawing,3
-31.311,-23.254,-19.775,-0.708,-1.352,1.099,1746799545.707884,sawing,3
-12.512,25.024,-28.687,0.185,0.378,0.456,1746799545.707884,sawing,3
0.488,-16.968,-8.85,-0.641,-0.316,0.769,1746799545.713729,sawing,3
10.925,15.503,-17.456,0.015,-0.623,-0.066,1746799545.713729,sawing,3
28.87,20.752,23.56,-0.527,0.652,0.784,1746799545.717781,sawing,3
13.245,27.222,4.517,0.051,0.589,0.845,1746799545.85664,sawing,3
64.941,22.827,35.95,0.734,3.195,0.571,1746799545.85664,sawing,3
11.169,3.296,6.531,-0.341,-0.725,1.392,1746799545.959006,sawing,3
-49.805,-45.166,-19.897,-0.596,-1.181,1.252,1746799546.055722,sawing,3
2.869,22.705,-1.709,0.049,0.016,0.411,1746799546.175483,sawing,3
7.629,2.38,14.038,-0.611,0.05,1.308,1746799546.305301,sawing,3
6.287,-39.062,6.409,-0.517,-0.669,1.323,1746799546.37018,sawing,3
-22.705,-18.433,-27.832,-0.246,-0.458,0.178,1746799546.485902,sawing,3
13.733,19.226,11.292,-0.045,-0.205,0.531,1746799546.596157,sawing,3
13.062,-16.907,11.475,-0.948,0.203,1.674,1746799546.708954,sawing,3
-17.151,-75.867,-19.47,-0.134,-0.257,1.036,1746799546.871072,sawing,3
-36.255,-38.757,5.249,-0.315,-1.642,0.559,1746799546.985911,sawing,3
-0.916,25.635,-19.531,-0.417,1.16,1.217,1746799547.080677,sawing,3
41.931,-4.822,11.353,0.212,1.268,0.998,1746799547.198262,sawing,3
-21.24,2.625,-36.926,-0.936,-2.448,1.737,1746799547.300001,sawing,3
-14.526,-12.329,14.343,-0.141,-0.866,0.722,1746799547.407183,sawing,3
14.282,7.996,-5.859,-1.077,-0.417,1.371,1746799547.489638,sawing,3
5.798,-42.297,-16.724,-0.016,-0.218,1.114,1746799547.585003,sawing,3
-1.099,30.151,-20.081,0.16,-1.067,-0.064,1746799547.699154,sawing,3
7.996,22.339,5.066,0.101,-0.186,1.013,1746799547.814391,sawing,3
2.747,0.61,15.32,-0.948,-0.661,1.304,1746799547.912395,sawing,3
8.301,-15.686,-16.174,-0.684,-1.459,1.546,1746799548.013897,sawing,3
-37.537,-19.897,-31.006,-0.314,-1.116,0.666,1746799548.111002,sawing,3
3.174,36.499,-5.676,0.094,0.283,0.766,1746799548.203213,sawing,3
22.339,7.69,7.385,-0.371,0.254,1.119,1746799548.418131,sawing,3
-0.732,-31.372,-7.202,-0.394,0.006,0.934,1746799548.418131,sawing,3
9.949,32.776,-7.202,0.019,-1.136,0.516,1746799548.542337,sawing,3
-9.338,12.146,0.793,-0.23,0.21,1.0,1746799548.619561,sawing,3
44.922,5.554,39.062,-0.562,0.708,1.339,1746799548.722635,sawing,3
-1.343,-45.837,-25.085,-0.12,-0.083,1.103,1746799548.813959,sawing,3
-26.55,22.095,-34.241,-0.036,-0.881,-0.244,1746799548.939796,sawing,3
7.69,32.104,0.244,-0.126,-0.229,0.693,1746799549.03353,sawing,3
22.522,-5.859,8.057,-0.604,0.209,1.182,1746799549.15415,sawing,3
-26.306,-76.355,-32.837,-0.617,-0.426,0.743,1746799549.236043,sawing,3
-11.108,8.789,-24.658,-0.01,-1.011,-0.026,1746799549.342443,sawing,3
6.897,26.245,7.385,-0.202,0.138,0.998,1746799549.440831,sawing,3
16.846,6.958,6.042,-0.707,-0.149,1.404,1746799549.605856,sawing,3
-14.282,5.676,-29.48,-1.524,-3.885,2.798,1746799549.748115,sawing,3
-18.799,-20.569,2.808,-0.302,-1.106,1.104,1746799549.853495,sawing,3
-4.7,34.912,-12.817,-0.181,1.307,0.944,1746799549.943322,sawing,3
72.388,-7.385,17.578,-0.803,2.716,1.75,1746799550.051215,sawing,3
6.226,2.991,-13.184,-0.663,-3.008,1.677,1746799550.148823,sawing,3
0.0,-17.09,13.123,-0.275,-0.777,1.121,1746799550.198339,sawing,3
-9.277,43.823,-9.399,-0.416,1.712,1.034,1746799550.294225,sawing,3
21.729,-14.282,14.038,0.389,0.946,0.337,1746799550.453861,sawing,3
12.085,2.563,-9.399,-0.597,-1.87,2.018,1746799550.567448,sawing,3
10.864,7.202,14.648,-0.065,-0.219,0.749,1746799550.729621,sawing,3
5.249,57.495,2.38,-1.034,0.766,1.806,1746799550.977277,sawing,3
9.644,-12.207,-1.831,0.159,0.123,0.82,1746799550.977277,sawing,3
15.198,3.235,13.733,-0.195,-0.539,0.896,1746799551.047585,sawing,3
-8.423,-1.282,-18.188,-0.51,0.025,1.047,1746799551.178556,sawing,3
-30.762,-38.269,-12.695,-0.45,-0.203,1.146,1746799551.320893,sawing,3
19.897,18.127,-7.019,-0.112,-0.804,0.35,1746799551.486589,sawing,3
20.142,18.677,16.846,-0.128,-0.389,0.669,1746799551.486589,sawing,3
-14.893,26.367,1.465,-0.959,0.276,1.603,1746799551.596341,sawing,3
-32.41,-53.406,-41.87,-0.436,-2.052,1.31,1746799551.702737,sawing,3
15.503,13.489,-9.155,-0.327,-1.488,1.072,1746799551.791222,sawing,3
13.489,27.588,-0.671,0.003,0.443,0.775,1746799551.901984,sawing,3
16.174,-1.282,-3.418,-1.024,-0.396,1.766,1746799551.996899,sawing,3
-20.935,-61.218,-12.634,-0.308,-1.052,1.005,1746799552.119422,sawing,3
13.123,-23.987,4.822,-0.239,-1.206,0.816,1746799552.232508,sawing,3
-1.404,37.842,-9.094,-0.091,1.1,0.845,1746799552.409243,sawing,3
69.214,7.324,42.419,-0.626,-0.182,1.479,1746799552.457289,sawing,3
-21.79,-42.419,-9.277,-0.043,-0.89,0.251,1746799552.538643,sawing,3
14.404,15.32,-33.386,-0.63,-0.122,1.756,1746799552.666509,sawing,3
11.169,16.113,5.615,-0.216,-0.434,0.99,1746799552.810412,sawing,3
-25.757,11.658,4.028,-0.148,0.15,0.944,1746799552.907935,sawing,3
3.906,-40.039,-1.892,-0.468,0.505,1.155,1746799553.022307,sawing,3
31.006,-6.104,13.489,-0.065,-0.198,1.081,1746799553.118334,sawing,3
9.094,9.216,-28.259,-0.583,-0.321,1.126,1746799553.232288,sawing,3
2.197,21.606,24.902,-0.418,0.118,0.977,1746799553.332561,sawing,3
7.935,12.756,5.859,-0.18,0.047,0.947,1746799553.392068,sawing,3
32.349,5.615,28.564,0.086,1.149,-0.063,1746799553.535276,sawing,3
-5.432,26.184,-6.104,-0.323,-0.919,1.52,1746799553.648916,sawing,3
-4.211,-5.92,15.198,-0.507,-1.362,1.623,1746799553.718425,sawing,3
-26.489,26.123,-0.61,-1.547,0.223,1.716,1746799553.845661,sawing,3
0.305,-60.608,0.305,0.247,-0.226,1.03,1746799553.944252,sawing,3
-8.423,4.517,0.0,-0.263,-1.087,0.476,1746799554.06555,sawing,3
-3.967,32.471,4.578,-0.327,0.56,0.86,1746799554.141509,sawing,3
-9.033,-11.902,11.78,-0.511,-0.012,1.163,1746799554.273209,sawing,3
2.563,26.001,5.981,0.038,-1.445,0.375,1746799554.38007,sawing,3
-31.311,-1.892,-4.028,-0.103,0.211,0.925,1746799554.573742,sawing,3
30.273,11.597,10.742,-0.274,0.842,0.838,1746799554.800194,sawing,3
1.526,-28.931,-20.325,0.011,-0.515,1.193,1746799554.972708,sawing,3
-5.615,-5.188,9.888,-0.427,-1.504,0.615,1746799554.972708,sawing,3
0.61,-27.527,-7.446,-0.462,-1.36,0.935,1746799555.072564,sawing,3
11.292,32.349,-13.306,-0.088,-1.04,0.624,1746799555.117099,sawing,3
-6.165,22.217,0.244,0.05,0.304,0.82,1746799555.277421,sawing,3
28.198,-0.427,-1.526,0.373,1.703,1.068,1746799555.382214,sawing,3
26.917,27.344,-11.108,-0.391,-1.976,1.271,1746799555.441096,sawing,3
-2.014,-4.395,15.625,-0.26,-0.594,0.993,1746799555.572219,sawing,3
-1.16,39.551,-0.122,-0.892,1.042,1.821,1746799555.686058,sawing,3
23.804,-22.644,-21.362,-0.076,0.049,0.937,1746799555.787052,sawing,3
22.4,23.254,-4.944,0.34,-0.902,-0.029,1746799555.841918,sawing,3
-14.16,23.315,-7.141,-0.046,0.617,0.868,1746799555.964079,sawing,3
29.48,-13.245,0.244,0.036,0.864,1.306,1746799556.064141,sawing,3
17.334,1.282,-13.184,-0.693,-2.748,1.814,1746799556.203774,sawing,3
-20.386,-13.794,8.85,-0.05,-0.636,0.765,1746799556.315695,sawing,3
1.953,40.283,1.892,-0.832,1.335,1.809,1746799556.50735,sawing,3
4.7,-45.898,-47.241,-0.712,-1.565,1.54,1746799556.50735,sawing,3
-2.441,11.353,-13.062,0.078,-1.233,0.273,1746799556.606867,sawing,3
1.892,43.03,-23.438,-0.328,1.799,1.021,1746799556.717779,sawing,3
44.983,-17.639,63.477,-0.201,1.606,1.212,1746799556.799733,sawing,3
6.042,6.836,-37.354,0.55,-0.595,1.323,1746799556.936599,sawing,3
11.292,-3.54,20.447,-0.325,-0.427,1.032,1746799557.028964,sawing,3
9.399,35.889,-4.883,-0.059,-0.167,0.81,1746799557.149509,sawing,3
-4.211,11.658,-11.902,-0.527,-0.233,0.992,1746799557.25006,sawing,3
6.104,10.193,6.714,-0.227,-0.121,1.26,1746799557.36902,sawing,3
2.502,-25.696,18.311,-1.001,0.211,1.347,1746799557.461865,sawing,3
20.996,-18.494,-15.747,0.217,-0.34,0.889,1746799557.623325,sawing,3
-26.917,-7.996,-14.893,-0.455,-1.303,1.178,1746799557.735888,sawing,3
0.366,27.893,-9.583,-0.343,1.586,0.942,1746799557.832136,sawing,3
28.564,-13.123,12.756,-0.253,0.853,0.847,1746799557.88548,sawing,3
31.982,76.843,-0.549,0.417,-1.128,-0.009,1746799557.982663,sawing,3
-2.625,16.418,3.784,-0.064,0.006,0.848,1746799558.109446,sawing,3
20.447,-13.55,4.7,-0.823,0.813,1.441,1746799558.24834,sawing,3
20.508,-47.363,-11.78,-0.024,-0.417,1.055,1746799558.349063,sawing,3
-9.277,0.061,-8.362,-0.29,-0.849,0.535,1746799558.448241,sawing,3
-6.104,27.161,-12.695,-0.108,0.454,0.89,1746799558.659449,sawing,3
36.621,-3.601,2.075,-0.106,1.764,0.904,1746799558.659449,sawing,3
1.709,-10.315,-17.883,-0.371,-3.226,2.155,1746799558.742517,sawing,3
-21.484,-2.441,11.841,-0.56,-0.588,0.771,1746799558.870807,sawing,3
9.277,47.791,-3.845,-0.753,1.669,1.485,1746799558.933723,sawing,3
8.606,-27.283,-0.061,-0.182,-0.131,0.726,1746799559.197382,sawing,3
-3.357,-11.719,-7.935,-0.383,-0.777,0.718,1746799559.197382,sawing,3
3.357,27.771,0.0,0.021,1.226,0.762,1746799559.369661,sawing,3
23.315,-16.968,17.883,0.028,1.181,0.867,1746799559.418152,sawing,3
-11.902,4.578,-36.377,-0.913,-3.452,2.148,1746799559.471329,sawing,3
1.343,-4.211,12.451,-0.184,-0.694,0.96,1746799559.58161,sawing,3
27.588,-11.78,-12.939,-0.859,0.672,1.435,1746799559.711161,sawing,3
-4.395,-57.19,-6.104,-0.265,-0.625,1.161,1746799559.82148,sawing,3
-16.296,-18.921,-14.16,0.005,-1.565,0.344,1746799559.903395,sawing,3
7.141,40.894,-1.831,-0.3,0.688,1.15,1746799560.0202,sawing,3
-15.564,-23.071,2.136,-1.816,-2.643,1.937,1746799560.118293,sawing,3
16.235,32.715,8.179,-0.344,-0.82,0.7,1746799560.227206,sawing,3
-12.573,10.742,-3.845,-0.159,0.14,0.946,1746799560.409648,sawing,3
31.494,-17.09,21.667,-0.795,0.826,1.218,1746799560.500377,sawing,3
-9.583,-37.537,-4.639,-0.571,-0.471,1.305,1746799560.598286,sawing,3
0.549,22.888,-8.057,-0.253,-1.092,0.593,1746799560.681605,sawing,3
13.489,33.508,-16.846,-0.188,1.275,0.821,1746799560.809915,sawing,3
16.785,13.977,-6.47,-0.68,0.133,1.167,1746799560.91111,sawing,3
-5.066,35.278,-10.62,-0.308,-2.936,1.498,1746799561.019933,sawing,3
-4.028,-23.56,27.1,-0.469,-0.604,0.943,1746799561.215161,sawing,3
-9.338,53.65,-19.287,-0.442,2.106,1.375,1746799561.215161,sawing,3
21.423,-40.039,-5.676,-0.414,-0.227,1.003,1746799561.321212,sawing,3
-3.601,23.01,-18.005,0.013,-0.518,0.293,1746799561.395456,sawing,3
14.038,25.635,8.24,-0.048,-0.052,0.824,1746799561.525615,sawing,3
12.695,-20.264,9.888,-0.715,0.363,1.451,1746799561.792835,sawing,3
-8.789,-53.894,-9.766,-0.264,-0.422,0.985,1746799561.931835,sawing,3
-21.667,-3.357,-3.906,-0.257,-1.076,0.638,1746799561.931835,sawing,3
4.761,42.542,-3.479,-0.419,1.115,1.275,1746799562.033163,sawing,3
34.973,7.812,2.747,-0.095,1.211,0.71,1746799562.085329,sawing,3
15.869,-1.221,2.869,-0.809,-1.768,2.05,1746799562.146473,sawing,3
1.221,-9.521,16.357,-0.255,-0.289,0.63,1746799562.244769,sawing,3
16.907,13.0,-11.353,-0.601,0.421,1.258,1746799562.373249,sawing,3
0.305,-46.509,-2.869,-0.475,-0.878,1.266,1746799562.46657,sawing,3
-0.366,5.92,1.709,-0.292,-1.503,0.817,1746799562.575891,sawing,3
-12.634,8.728,-6.592,-0.163,0.253,0.826,1746799562.677945,sawing,3
18.982,-2.319,7.019,-0.336,0.324,0.997,1746799562.79842,sawing,3
-33.386,-17.395,-24.292,-1.196,-2.81,2.124,1746799562.901455,sawing,3
-12.634,0.488,-4.883,-0.423,-0.686,0.862,1746799563.055712,sawing,3
6.287,36.743,8.24,-0.376,1.302,0.981,1746799563.108197,sawing,3
11.536,-21.729,7.263,-0.184,0.293,0.91,1746799563.204294,sawing,3
28.137,47.363,11.169,0.181,-0.24,0.203,1746799563.361808,sawing,3
-3.845,10.62,0.122,-0.163,0.001,0.761,1746799563.473014,sawing,3
1.709,-14.954,10.132,-0.919,0.635,1.369,1746799563.568023,sawing,3
15.747,-24.231,-6.897,-0.19,-0.686,1.065,1746799563.753984,sawing,3
3.601,4.517,-15.991,-0.301,-0.803,0.907,1746799563.753984,sawing,3
6.042,37.048,-5.371,-0.012,1.448,1.087,1746799563.880332,sawing,3
27.649,0.732,18.982,-0.166,0.739,0.946,1746799563.980662,sawing,3
3.052,-17.212,-3.967,-0.681,-1.524,1.667,1746799564.092649,sawing,3
-10.01,-13.55,11.108,-0.27,-0.898,0.863,1746799564.181002,sawing,3
-11.963,47.363,-16.785,-0.494,1.862,1.447,1746799564.288866,sawing,3
12.39,-5.981,1.587,0.213,0.556,0.917,1746799564.41153,sawing,3
1.892,27.649,-6.226,0.052,-0.957,0.426,1746799564.513373,sawing,3
-18.433,0.854,-1.221,-0.168,0.04,0.979,1746799564.60499,sawing,3
-0.488,-3.784,2.014,-0.61,-0.082,1.099,1746799564.709593,sawing,3
10.986,-41.077,0.0,-0.519,-0.709,1.31,1746799564.805464,sawing,3
0.0,28.32,-28.809,-0.269,-0.98,0.464,1746799564.909419,sawing,3
-4.883,39.551,-7.935,-0.044,1.137,1.082,1746799565.040257,sawing,3
27.344,4.395,17.7,-0.619,2.21,0.706,1746799565.142087,sawing,3
-20.935,-18.066,-19.043,-0.644,-1.977,1.137,1746799565.24997,sawing,3
-4.15,-0.977,3.723,-0.302,-1.005,0.826,1746799565.34243,sawing,3
-11.719,27.283,-10.437,-0.177,1.607,1.112,1746799565.485848,sawing,3
3.052,-19.897,3.479,-0.985,-1.165,1.092,1746799565.570017,sawing,3
9.888,35.156,-24.78,-0.184,-0.521,0.498,1746799565.665435,sawing,3
-6.348,-0.244,9.888,0.172,0.043,0.292,1746799565.826571,sawing,3
15.625,-2.808,9.216,-0.682,0.696,1.442,1746799565.923755,sawing,3
18.494,-44.067,0.977,-0.173,0.193,0.614,1746799566.008724,sawing,3
0.854,20.203,-11.169,0.227,-1.203,0.332,1746799566.103785,sawing,3
-10.376,20.813,18.433,-0.212,0.036,0.847,1746799566.374399,sawing,3
4.333,-10.742,3.296,-1.131,0.526,1.184,1746799566.374399,sawing,3
-6.165,-35.034,-23.376,-0.212,-0.23,0.799,1746799566.545375,sawing,3
5.92,10.864,-16.174,-0.14,-1.495,0.753,1746799566.545375,sawing,3
-20.935,34.729,-19.104,-0.236,1.277,1.25,1746799566.739848,sawing,3
34.302,6.775,19.104,-0.1,0.868,1.299,1746799567.086687,sawing,3
-1.343,-14.343,-20.508,-0.963,-2.208,1.502,1746799567.086687,sawing,3
31.921,-13.245,-11.963,0.223,-0.115,0.919,1746799567.180026,sawing,3
12.878,27.222,-6.775,-0.046,-0.429,0.329,1746799567.281834,sawing,3
9.644,9.216,3.54,0.032,-0.042,0.934,1746799567.409454,sawing,3
8.789,-17.517,-3.357,-0.896,0.318,1.255,1746799567.659244,sawing,3
21.545,-44.189,-4.456,0.005,-0.325,0.985,1746799567.659244,sawing,3
-14.954,-6.592,-4.211,0.03,-1.302,0.423,1746799567.896253,sawing,3
11.047,49.316,-15.076,-0.406,1.312,1.286,1746799567.896253,sawing,3
53.345,-6.042,9.766,-0.09,1.843,0.868,1746799568.071614,sawing,3
-24.597,-3.052,-16.418,-0.883,-2.174,1.805,1746799568.071614,sawing,3
