GX,GY,GZ,AX,AY,AZ,timestamp,activity,session_id
-67.688,-14.465,-53.589,-0.18,-0.078,0.319,1746798229.752704,hammering,3
-139.282,-25.757,-133.667,-0.739,-0.137,1.023,1746798229.98648,hammering,3
10.742,7.507,7.263,-0.308,-0.407,0.684,1746798229.98648,hammering,3
25.879,12.024,12.329,-0.434,-0.371,0.883,1746798230.094248,hammering,3
65.063,19.043,52.551,-0.597,-0.292,0.975,1746798230.19154,hammering,3
56.641,-22.522,39.978,-0.277,-0.026,0.637,1746798230.339118,hammering,3
-4.944,2.38,-9.827,-0.355,-0.136,0.668,1746798230.506125,hammering,3
-136.108,-43.884,-91.675,-0.415,-0.033,0.891,1746798230.506125,hammering,3
43.762,55.42,-50.415,-0.289,-1.488,1.099,1746798230.621926,hammering,3
25.879,-11.719,20.569,-0.564,-0.465,0.957,1746798230.720369,hammering,3
27.344,52.551,35.95,-0.63,-0.317,0.746,1746798230.832615,hammering,3
3.601,21.301,0.183,-0.508,-0.256,0.778,1746798230.938694,hammering,3
-12.268,26.062,-29.48,-0.631,-0.224,0.902,1746798231.035382,hammering,3
4.211,3.54,-20.02,-0.76,-0.18,0.958,1746798231.147746,hammering,3
23.865,-20.325,-4.883,-0.658,-0.37,0.87,1746798231.298852,hammering,3
29.785,-18.921,19.958,-0.594,-0.331,0.742,1746798231.424268,hammering,3
0.427,-9.277,0.061,-0.415,-0.162,0.671,1746798231.531622,hammering,3
-64.392,-19.653,-59.998,-0.38,-0.398,1.039,1746798231.617734,hammering,3
25.146,11.902,18.799,-0.672,-0.466,0.997,1746798231.731311,hammering,3
23.804,14.771,16.479,-0.407,-0.229,0.817,1746798231.826639,hammering,3
-18.127,2.075,-25.208,-0.431,-0.21,0.701,1746798231.931868,hammering,3
-31.555,18.372,-38.391,-0.227,-0.317,0.074,1746798231.989597,hammering,3
29.053,10.498,26.733,-0.673,-0.369,0.743,1746798232.08806,hammering,3
22.278,3.052,8.85,-0.462,-0.137,0.648,1746798234.541441,hammering,3
-45.044,10.254,-57.068,-0.615,-0.378,0.975,1746798234.541441,hammering,3
21.423,-5.432,15.503,-0.465,-0.2,0.783,1746798234.541441,hammering,3
-45.898,-10.864,-36.194,-0.431,-0.158,0.789,1746798234.541441,hammering,3
27.1,-0.183,16.724,-0.478,-0.25,0.826,1746798234.542616,hammering,3
51.392,22.949,32.593,-1.038,-0.778,1.144,1746798234.544635,hammering,3
31.738,5.554,30.762,-0.587,-0.292,0.867,1746798234.544635,hammering,3
60.608,-27.222,28.381,-0.811,-0.546,1.556,1746798234.544635,hammering,3
8.362,-13.733,-7.629,-0.471,-0.062,0.711,1746798234.544635,hammering,3
-61.279,-32.898,-75.562,-0.446,-0.232,1.08,1746798234.544635,hammering,3
19.104,52.063,27.832,-0.673,-0.208,0.759,1746798234.546648,hammering,3
28.381,-14.099,3.662,-0.238,0.406,1.578,1746798234.546648,hammering,3
17.212,17.273,16.113,-0.468,-0.421,0.65,1746798234.546648,hammering,3
36.865,98.633,22.522,-0.221,-0.655,0.841,1746798234.912984,hammering,3
1.16,307.678,70.496,-0.9,-0.363,0.55,1746798234.912984,hammering,3
31.494,-120.239,-40.833,-1.013,-0.162,-0.095,1746798235.120257,hammering,3
-39.795,-82.336,-25.33,-1.079,-0.195,0.28,1746798235.120257,hammering,3
-46.326,-63.782,-17.09,-1.012,-0.114,0.427,1746798235.317926,hammering,3
-35.889,-27.1,2.869,-0.79,-0.23,0.51,1746798235.317926,hammering,3
-19.165,-73.853,6.042,-0.855,-0.344,0.75,1746798235.437548,hammering,3
6.775,-4.944,-1.221,-0.68,-0.333,0.723,1746798235.522684,hammering,3
46.57,-35.4,28.442,-0.769,-0.298,0.828,1746798235.624851,hammering,3
30.823,-23.865,16.296,-0.396,-0.129,0.696,1746798235.822165,hammering,3
-38.147,-26.184,-47.18,-0.193,-0.061,0.466,1746798235.822165,hammering,3
-107.483,14.771,-108.276,-0.6,-0.573,1.176,1746798235.952606,hammering,3
37.842,28.503,19.287,-0.599,-0.549,0.837,1746798236.144584,hammering,3
69.214,13.855,35.217,-0.446,-0.266,0.712,1746798236.242562,hammering,3
30.823,13.123,2.014,-0.373,-0.027,0.538,1746798236.342627,hammering,3
-51.758,-23.254,-67.2,-0.142,0.056,0.634,1746798236.452712,hammering,3
20.02,5.066,-3.235,-2.125,-2.041,1.443,1746798236.533071,hammering,3
23.682,-4.944,43.335,-0.66,-0.482,0.971,1746798236.644421,hammering,3
30.212,-7.507,18.005,-0.392,-0.176,0.547,1746798236.745382,hammering,3
-36.682,-46.753,-49.683,-0.374,-0.101,0.68,1746798236.787832,hammering,3
-100.891,26.917,-70.435,0.619,-0.985,0.466,1746798236.968594,hammering,3
25.146,28.381,22.4,-0.536,-0.417,0.557,1746798237.060058,hammering,3
7.507,-16.174,-0.732,-0.508,-0.102,0.558,1746798237.279603,hammering,3
-71.228,-53.711,-102.356,0.225,0.511,-1.788,1746798237.279603,hammering,3
19.409,9.888,43.579,-0.333,-0.558,0.431,1746798237.356162,hammering,3
-27.039,2.991,52.734,-0.494,-0.191,0.766,1746798237.472193,hammering,3
-33.386,-39.307,-2.625,-0.169,-0.254,0.851,1746798237.545675,hammering,3
27.771,38.208,-40.833,-0.436,-0.518,1.166,1746798237.707118,hammering,3
57.434,28.198,-34.607,-0.568,-0.277,0.933,1746798237.770155,hammering,3
38.147,21.484,-27.954,-0.615,-0.463,0.782,1746798237.862853,hammering,3
34.973,1.526,11.963,-0.65,-0.429,0.76,1746798237.975728,hammering,3
13.733,-10.498,5.737,-0.452,-0.262,0.728,1746798238.073404,hammering,3
6.775,16.846,-3.967,-0.702,-0.391,0.987,1746798238.184958,hammering,3
13.733,9.46,13.367,-0.621,-0.31,0.917,1746798238.283271,hammering,3
-9.338,-6.958,-7.446,-0.413,-0.167,0.617,1746798238.390623,hammering,3
-48.157,8.301,-39.612,-0.441,-0.381,0.909,1746798238.513541,hammering,3
18.005,9.155,5.188,-0.604,-0.399,0.891,1746798238.607814,hammering,3
17.334,7.324,2.869,-0.476,-0.27,0.771,1746798238.718294,hammering,3
-18.86,1.16,-23.132,-0.517,-0.333,0.964,1746798238.893601,hammering,3
21.484,4.456,6.653,-0.619,-0.409,0.873,1746798239.000556,hammering,3
13.062,2.563,5.981,-0.536,-0.344,0.86,1746798239.101062,hammering,3
-22.583,-2.258,-17.639,-0.466,-0.34,0.915,1746798239.204427,hammering,3
18.188,12.634,9.644,-0.434,-0.363,0.716,1746798239.283898,hammering,3
9.155,10.315,3.174,-0.52,-0.232,0.791,1746798239.344267,hammering,3
-25.452,14.343,-24.292,-0.452,-0.372,0.823,1746798239.508512,hammering,3
14.771,22.278,9.644,-0.548,-0.414,0.685,1746798239.716896,hammering,3
4.639,4.7,-0.977,-0.575,-0.266,0.755,1746798239.716896,hammering,3
-16.846,2.747,-27.527,-0.201,-0.739,0.75,1746798239.821367,hammering,3
13.123,20.325,10.376,-0.585,-0.378,0.701,1746798239.921303,hammering,3
3.296,-1.465,-4.883,-0.531,-0.267,0.69,1746798239.983683,hammering,3
-18.982,3.967,-33.203,-0.524,-0.484,0.838,1746798240.241369,hammering,3
15.442,23.315,8.484,-0.537,-0.396,0.637,1746798240.241369,hammering,3
-4.272,6.348,-5.798,-0.638,-0.25,0.711,1746798240.331957,hammering,3
-17.151,-1.038,-37.231,-0.061,-0.451,-0.538,1746798240.436956,hammering,3
12.085,23.499,12.817,-0.531,-0.371,0.64,1746798240.514776,hammering,3
4.761,6.348,-4.272,-0.541,-0.244,0.715,1746798240.611677,hammering,3
-23.376,5.31,-40.222,-0.503,-0.454,0.795,1746798240.748665,hammering,3
8.789,28.87,15.686,-0.571,-0.368,0.642,1746798240.841177,hammering,3
-4.333,-1.343,-6.836,-0.579,-0.236,0.721,1746798240.958228,hammering,3
-14.954,8.667,-29.175,-0.091,-0.361,-0.075,1746798241.050711,hammering,3
15.259,39.917,17.395,-0.619,-0.361,0.647,1746798241.146705,hammering,3
5.981,-12.756,-7.812,-0.59,-0.21,0.709,1746798241.283104,hammering,3
21.851,0.122,-8.484,-0.835,-1.188,1.412,1746798241.408934,hammering,3
13.245,27.771,12.146,-0.611,-0.351,0.554,1746798241.553321,hammering,3
0.244,-13.245,-7.141,-0.707,-0.24,0.752,1746798241.634675,hammering,3
-22.583,24.963,-37.231,-0.031,-0.354,0.219,1746798241.755466,hammering,3
16.235,37.415,18.677,-0.513,-0.385,0.504,1746798241.85813,hammering,3
-1.648,-17.151,-9.949,-0.618,-0.226,0.712,1746798241.974275,hammering,3
-23.315,-38.757,-52.246,-0.028,-0.341,-0.045,1746798242.069164,hammering,3
20.752,20.691,16.907,-0.573,-0.439,0.666,1746798242.167427,hammering,3
11.353,3.662,9.827,-0.599,-0.25,0.689,1746798242.281327,hammering,3
-39.368,-18.616,-45.41,-0.436,-0.413,0.96,1746798242.351069,hammering,3
16.846,54.749,21.851,-0.417,-0.407,0.57,1746798242.44149,hammering,3
8.423,4.211,5.798,-0.63,-0.276,0.651,1746798242.583148,hammering,3
-41.443,-28.015,-56.213,-0.417,-0.485,0.912,1746798242.80032,hammering,3
28.442,27.466,27.71,-0.532,-0.443,0.69,1746798242.80032,hammering,3
10.62,0.0,14.404,-0.594,-0.308,0.717,1746798242.882705,hammering,3
-46.997,-13.062,-47.913,-0.402,-0.473,0.83,1746798242.998142,hammering,3
27.832,37.964,29.297,-0.478,-0.486,0.667,1746798243.095701,hammering,3
14.099,11.536,16.174,-0.69,-0.313,0.76,1746798243.19494,hammering,3
-43.03,-62.988,-38.635,-0.485,-0.286,0.848,1746798243.28953,hammering,3
25.085,23.071,36.072,-0.312,-0.795,0.718,1746798243.420212,hammering,3
-5.432,40.039,4.272,-0.794,-0.441,0.75,1746798243.508729,hammering,3
-6.104,28.32,-9.277,-0.62,-0.265,0.753,1746798243.621952,hammering,3
11.475,1.709,-15.808,-0.764,-0.37,0.813,1746798243.720338,hammering,3
28.564,-10.193,0.427,-0.933,-0.448,0.945,1746798243.821643,hammering,3
72.51,-18.25,65.063,-0.801,-0.356,0.8,1746798243.946744,hammering,3
28.381,-71.106,12.329,-0.199,-0.111,0.326,1746798244.044981,hammering,3
-189.819,-86.609,-113.464,-0.333,-0.24,0.92,1746798244.142565,hammering,3
78.369,37.903,53.284,-0.966,-0.446,1.495,1746798244.255423,hammering,3
29.48,-0.244,40.466,-0.581,-0.706,0.647,1746798244.351129,hammering,3
-17.761,22.705,33.264,-0.44,-0.281,0.633,1746798244.529098,hammering,3
-68.787,4.333,-22.034,-0.585,-0.281,0.904,1746798244.635275,hammering,3
-37.842,6.165,-16.846,-0.646,-0.506,0.851,1746798244.850562,hammering,3
6.165,24.292,4.211,-0.543,-0.507,0.853,1746798244.850562,hammering,3
33.936,14.404,-4.517,-0.508,-0.496,0.903,1746798244.944572,hammering,3
58.105,-1.038,-15.259,-0.632,-0.406,0.813,1746798245.074951,hammering,3
67.81,-5.066,-1.099,-0.676,-0.405,0.763,1746798245.150457,hammering,3
39.917,-0.244,10.071,-0.578,-0.37,0.607,1746798245.345044,hammering,3
-7.812,-10.864,-13.55,-0.538,-0.172,0.655,1746798245.345044,hammering,3
-30.762,-11.353,-28.503,-0.621,-0.515,0.868,1746798245.423815,hammering,3
20.996,1.465,15.747,-0.606,-0.333,0.787,1746798245.544675,hammering,3
1.831,10.681,-6.775,-0.479,-0.21,0.682,1746798245.793399,hammering,3
-24.048,15.869,-38.086,-0.577,-0.47,0.853,1746798245.793399,hammering,3
14.832,16.785,8.911,-0.551,-0.405,0.645,1746798245.85252,hammering,3
7.69,1.099,4.578,-0.554,-0.22,0.749,1746798245.962356,hammering,3
-40.833,1.282,-39.429,-0.38,-0.36,0.928,1746798246.075359,hammering,3
23.132,32.288,15.137,-0.544,-0.381,0.597,1746798246.173562,hammering,3
7.202,10.864,3.54,-0.688,-0.22,0.727,1746798246.283819,hammering,3
-13.977,20.63,-41.87,-0.541,-0.491,0.808,1746798246.381421,hammering,3
23.621,13.428,17.639,-0.58,-0.369,0.667,1746798246.490085,hammering,3
1.892,-16.418,-3.174,-0.45,-0.186,0.72,1746798246.597192,hammering,3
-29.663,1.343,-23.804,0.394,-0.579,0.506,1746798246.712548,hammering,3
16.113,31.738,26.245,-0.676,-0.307,0.679,1746798246.811051,hammering,3
-0.793,-20.447,-7.08,-0.481,-0.177,0.571,1746798246.972194,hammering,3
-22.4,44.006,-33.875,-0.81,-0.594,0.747,1746798247.089177,hammering,3
16.357,20.752,15.198,-0.596,-0.364,0.641,1746798247.289247,hammering,3
-14.16,-30.518,-11.719,-0.566,-0.185,0.613,1746798247.289247,hammering,3
35.828,-0.854,22.888,-1.528,-1.176,1.404,1746798247.399941,hammering,3
17.822,26.123,33.936,-0.652,-0.312,0.712,1746798247.457582,hammering,3
-16.724,-29.297,-10.62,-0.438,-0.133,0.629,1746798247.605064,hammering,3
31.189,7.568,6.897,-1.726,-1.483,1.407,1746798247.701783,hammering,3
13.245,2.869,29.846,-0.652,-0.362,0.725,1746798247.784106,hammering,3
-17.029,-18.616,-13.123,-0.417,-0.2,0.633,1746798247.91025,hammering,3
-49.683,23.01,-37.598,0.039,-0.925,0.995,1746798248.008364,hammering,3
29.236,14.526,18.311,-0.622,-0.319,0.508,1746798248.117484,hammering,3
-6.714,-21.423,-7.629,-0.576,-0.146,0.749,1746798248.215466,hammering,3
53.101,0.244,29.297,-0.901,-0.343,1.382,1746798248.32657,hammering,3
18.433,2.075,27.71,-0.628,-0.257,0.718,1746798248.4242,hammering,3
-23.56,-26.611,-20.874,-0.478,-0.122,0.684,1746798248.521387,hammering,3
59.937,-4.15,36.438,-1.221,-0.434,1.532,1746798248.731384,hammering,3
24.475,9.521,22.339,-0.506,-0.261,0.65,1746798248.831128,hammering,3
-53.772,-33.63,-47.119,-0.398,-0.145,0.993,1746798248.926076,hammering,3
65.002,-9.033,20.813,-0.258,-0.315,0.88,1746798249.14767,hammering,3
13.855,27.893,26.123,-0.563,-0.201,0.773,1746798249.14767,hammering,3
-58.594,-34.119,-38.513,-0.412,-0.238,0.999,1746798249.234642,hammering,3
42.297,28.625,13.062,-0.764,-0.703,0.927,1746798249.34408,hammering,3
30.945,43.396,10.803,-0.715,-0.335,0.931,1746798249.576361,hammering,3
31.006,11.902,-0.671,-0.841,-0.357,1.031,1746798249.576361,hammering,3
28.442,-16.602,43.091,-0.636,-0.228,0.698,1746798249.650565,hammering,3
11.414,-43.823,13.794,-0.396,0.003,0.619,1746798249.74018,hammering,3
-89.233,-34.729,-59.326,-0.188,-0.121,0.643,1746798249.88254,hammering,3
66.833,20.508,27.954,-0.994,-0.644,1.255,1746798249.9503,hammering,3
42.358,-10.254,44.861,-0.616,-0.25,0.781,1746798250.058562,hammering,3
-14.709,-14.099,-6.042,-0.3,-0.026,0.417,1746798250.171318,hammering,3
-61.096,12.695,-73.669,-0.503,-0.428,1.188,1746798250.219316,hammering,3
31.616,18.188,17.151,-0.584,-0.438,0.706,1746798250.34489,hammering,3
18.433,5.493,5.554,-0.41,-0.101,0.537,1746798250.450611,hammering,3
-68.542,8.118,-61.035,-0.753,-0.232,1.331,1746798250.585486,hammering,3
58.655,22.583,20.813,-0.705,-0.415,0.842,1746798250.666088,hammering,3
31.494,3.784,33.875,-0.6,-0.257,0.778,1746798250.761773,hammering,3
-28.625,-24.353,-14.038,-0.325,-0.022,0.633,1746798251.002954,hammering,3
36.926,24.536,-11.841,-0.082,-0.713,0.413,1746798251.002954,hammering,3
33.813,19.531,33.875,-0.526,-0.291,0.753,1746798251.08377,hammering,3
-1.099,-28.931,-11.292,-0.323,-0.045,0.677,1746798251.189796,hammering,3
-55.847,16.357,-70.923,-0.347,-0.423,0.739,1746798251.296857,hammering,3
4.761,87.524,3.174,-0.529,-0.351,0.517,1746798251.408112,hammering,3
-2.563,38.33,10.498,-0.682,-0.183,0.773,1746798251.671099,hammering,3
-0.122,3.845,7.568,-0.883,-0.24,0.972,1746798251.797924,hammering,3
17.029,-12.756,50.964,-0.828,-0.41,0.799,1746798251.797924,hammering,3
21.729,-29.175,38.147,-0.469,-0.171,0.668,1746798251.847207,hammering,3
-36.011,-49.377,-35.095,-0.391,-0.167,0.649,1746798251.997439,hammering,3
34.729,-31.128,2.441,-0.925,-0.605,1.743,1746798252.053422,hammering,3
23.926,-2.38,30.823,-0.658,-0.282,0.827,1746798252.204812,hammering,3
-8.972,-21.301,-4.15,-0.318,-0.079,0.504,1746798252.252133,hammering,3
-42.297,33.508,-48.889,-0.694,-0.515,0.999,1746798252.353437,hammering,3
45.776,7.629,10.437,-0.706,-0.261,0.771,1746798252.608597,hammering,3
12.756,-4.395,13.733,-0.532,-0.172,0.631,1746798252.608597,hammering,3
-20.996,-8.24,-15.991,-0.497,-0.11,0.593,1746798252.722871,hammering,3
-64.026,-12.634,-57.983,-0.882,-0.658,1.292,1746798252.826273,hammering,3
22.827,9.338,13.428,-0.633,-0.344,0.696,1746798252.890651,hammering,3
26.123,-12.451,22.034,-0.444,-0.156,0.718,1746798253.09804,hammering,3
-36.743,-14.893,-33.325,-0.258,-0.239,0.842,1746798253.244617,hammering,3
35.767,15.076,3.662,-0.982,-0.429,1.582,1746798253.244617,hammering,3
32.288,6.592,32.593,-0.521,-0.28,0.877,1746798253.334992,hammering,3
4.944,-30.212,-5.798,-0.191,-0.102,0.659,1746798253.437403,hammering,3
-57.617,-28.564,-67.871,-0.551,-0.541,1.254,1746798253.56264,hammering,3
29.236,13.794,20.264,-0.535,-0.313,0.731,1746798253.648586,hammering,3
11.353,-12.634,13.794,-0.324,-0.088,0.637,1746798253.743533,hammering,3
-54.504,-56.335,-52.429,-0.522,-0.372,1.229,1746798253.922858,hammering,3
35.645,11.902,16.052,-0.398,-0.316,0.918,1746798254.052784,hammering,3
28.259,13.611,30.884,-0.409,-0.198,0.808,1746798254.098896,hammering,3
-44.25,-15.869,-42.297,-0.25,-0.159,0.832,1746798254.180079,hammering,3
49.866,14.282,20.508,-1.296,-0.448,1.757,1746798254.277749,hammering,3
22.583,-6.897,30.823,-0.53,-0.258,0.844,1746798254.390079,hammering,3
-3.418,-32.043,-12.085,-0.32,-0.149,0.73,1746798254.486334,hammering,3
-55.542,41.26,-57.556,-0.034,-0.117,-2.222,1746798254.59193,hammering,3
25.391,11.597,38.574,-0.614,-0.342,0.821,1746798254.714608,hammering,3
10.071,-16.357,1.648,-0.331,-0.057,0.621,1746798256.557221,hammering,3
-63.416,-28.992,-71.289,-0.411,-0.28,1.147,1746798256.557221,hammering,3
26.611,5.066,23.254,-0.407,-0.171,0.801,1746798256.56405,hammering,3
53.955,26.306,11.047,-0.328,-0.333,1.125,1746798256.575282,hammering,3
25.757,20.02,23.193,-0.526,-0.24,0.883,1746798256.575282,hammering,3
56.091,-10.376,58.472,-1.877,-0.222,1.99,1746798256.575282,hammering,3
13.794,68.237,-3.479,-0.672,-0.509,0.907,1746798256.575282,hammering,3
13.306,-0.732,-22.766,-0.693,-0.163,0.839,1746798256.575282,hammering,3
31.128,11.169,12.085,-0.68,-0.274,0.966,1746798256.593126,hammering,3
28.992,-10.193,32.715,-0.658,-0.222,0.711,1746798256.593126,hammering,3
-50.781,-1.648,-36.072,-0.585,-0.501,1.096,1746798256.621593,hammering,3
26.794,29.968,24.963,-0.66,-0.278,0.813,1746798256.722354,hammering,3
4.333,-6.104,7.324,-0.398,-0.028,0.611,1746798256.836268,hammering,3
-46.448,6.226,-39.551,-0.426,-0.323,0.945,1746798256.949952,hammering,3
35.095,34.607,12.451,-0.606,-0.216,0.93,1746798257.054185,hammering,3
12.146,-14.343,10.925,-0.462,-0.168,0.758,1746798257.145614,hammering,3
-33.325,-35.828,-30.762,-0.449,-0.193,0.887,1746798257.278753,hammering,3
31.372,31.006,7.263,-0.509,-0.273,0.822,1746798257.418003,hammering,3
10.864,-2.258,15.747,-0.495,-0.173,0.761,1746798257.532192,hammering,3
-25.085,-17.334,-20.02,-0.422,-0.165,0.792,1746798257.635698,hammering,3
33.691,27.344,19.836,-1.18,-0.11,1.625,1746798257.677179,hammering,3
22.888,-20.935,23.315,-0.583,-0.23,0.927,1746798257.836143,hammering,3
-7.507,-0.305,-5.798,-0.343,-0.147,0.72,1746798257.915926,hammering,3
-32.043,3.113,-45.227,-0.524,-0.444,0.843,1746798258.162873,hammering,3
21.301,5.859,16.968,-0.594,-0.238,0.794,1746798258.162873,hammering,3
13.428,11.536,12.329,-0.349,-0.147,0.715,1746798258.270483,hammering,3
-41.199,-4.578,-45.776,-0.372,-0.289,0.928,1746798258.467938,hammering,3
27.771,-2.93,-0.549,-0.538,-0.269,0.928,1746798258.467938,hammering,3
25.391,7.446,21.973,-0.43,-0.243,0.827,1746798258.564881,hammering,3
-35.278,-5.188,-17.944,-0.346,-0.256,0.822,1746798258.637439,hammering,3
65.063,-12.634,56.03,-1.203,-0.19,1.591,1746798258.758837,hammering,3
27.771,-11.536,28.87,-0.562,-0.232,0.9,1746798258.874516,hammering,3
-14.16,-18.25,-4.395,-0.305,-0.281,0.663,1746798258.96802,hammering,3
-76.843,-21.545,-70.435,-0.405,-0.366,0.885,1746798259.080612,hammering,3
38.025,15.747,20.752,-0.509,-0.311,0.678,1746798259.178883,hammering,3
46.57,8.728,32.227,-0.374,-0.162,0.714,1746798261.081935,hammering,3
-56.458,-44.861,-31.677,-0.179,-0.208,0.671,1746798261.081935,hammering,3
47.058,9.949,32.837,-0.643,-0.429,0.995,1746798261.081935,hammering,3
21.851,-2.93,19.47,-0.23,-0.145,0.585,1746798261.081935,hammering,3
58.411,94.849,92.651,-0.349,0.287,0.965,1746798261.097817,hammering,3
22.278,42.908,0.0,-0.625,-0.299,0.827,1746798261.10565,hammering,3
23.01,-7.08,-8.545,-0.685,-0.207,0.823,1746798261.10565,hammering,3
9.827,9.705,-0.244,-0.649,-0.234,0.782,1746798261.114367,hammering,3
-2.014,3.601,2.869,-0.664,-0.262,0.812,1746798261.135967,hammering,3
5.798,-12.878,13.062,-0.614,-0.255,0.82,1746798261.135967,hammering,3
9.827,-6.958,20.325,-0.614,-0.27,0.87,1746798261.144971,hammering,3
-9.399,-17.456,-11.353,-0.395,-0.198,0.735,1746798261.338323,hammering,3
-23.987,40.833,-32.837,0.118,-0.457,0.76,1746798261.338323,hammering,3
23.987,-13.062,20.691,-0.595,-0.23,0.745,1746798261.843779,hammering,3
-10.62,-14.16,-3.906,-0.421,-0.092,0.635,1746798261.843779,hammering,3
-2.441,-3.601,4.578,-0.385,-0.122,0.669,1746798261.936973,hammering,3
-42.114,-6.226,-42.786,-0.465,-0.416,1.056,1746798262.037663,hammering,3
26.001,29.663,13.428,-0.551,-0.308,0.747,1746798262.089328,hammering,3
8.362,-10.071,0.671,-0.324,-0.105,0.719,1746798262.265289,hammering,3
-51.331,3.784,-57.068,-0.426,-0.431,1.012,1746798262.34231,hammering,3
26.672,4.578,6.409,-0.544,-0.267,0.809,1746798262.439658,hammering,3
16.174,6.042,8.179,-0.35,-0.235,0.746,1746798262.538181,hammering,3
-59.326,-20.691,-55.664,-0.273,-0.265,1.068,1746798262.606575,hammering,3
36.133,16.907,9.705,-0.496,-0.284,0.626,1746798262.692356,hammering,3
16.052,-3.479,11.658,-0.368,-0.204,0.717,1746798262.85548,hammering,3
-62.622,-7.935,-46.753,-0.484,-0.307,1.248,1746798262.916852,hammering,3
40.527,31.128,13.184,-0.363,-0.274,0.809,1746798263.06498,hammering,3
31.982,11.536,29.358,-0.379,-0.185,0.647,1746798263.279856,hammering,3
-58.228,-10.864,-52.002,-0.473,-0.27,1.072,1746798263.279856,hammering,3
42.114,63.965,14.893,-0.578,-0.314,0.96,1746798263.365709,hammering,3
34.424,-2.502,35.156,-0.473,-0.223,0.777,1746798263.463659,hammering,3
-36.804,-27.222,-26.245,-0.343,-0.172,0.722,1746798263.57778,hammering,3
47.791,39.734,47.424,-1.999,-0.998,1.867,1746798263.692743,hammering,3
32.043,3.845,37.109,-0.545,-0.252,0.815,1746798263.769665,hammering,3
-14.709,-12.939,-17.944,-0.28,-0.111,0.623,1746798263.865222,hammering,3
-100.403,-23.56,-91.614,-0.932,-0.646,1.38,1746798263.972428,hammering,3
39.612,-2.93,15.198,-0.446,-0.364,0.513,1746798264.101372,hammering,3
24.048,12.451,28.076,-0.354,-0.153,0.641,1746798264.198306,hammering,3
-81.665,-29.968,-64.697,-0.34,-0.265,1.113,1746798264.295968,hammering,3
64.819,20.02,-15.991,-0.146,-0.337,0.648,1746798264.397093,hammering,3
18.616,52.429,11.414,-0.668,-0.411,0.807,1746798264.497445,hammering,3
13.0,57.19,5.005,-0.655,-0.313,0.82,1746798264.607104,hammering,3
11.78,10.315,4.822,-0.666,-0.208,0.806,1746798264.800349,hammering,3
19.836,-3.052,4.822,-0.666,-0.267,0.812,1746798264.847026,hammering,3
19.531,3.601,0.732,-0.626,-0.192,0.825,1746798264.927659,hammering,3
14.465,-4.089,1.16,-0.661,-0.181,0.833,1746798265.043729,hammering,3
6.897,-7.935,11.292,-0.65,-0.21,0.825,1746798265.139735,hammering,3
0.183,-6.104,12.268,-0.652,-0.239,0.848,1746798265.237791,hammering,3
-1.953,-5.127,10.132,-0.592,-0.152,0.808,1746798265.385832,hammering,3
-13.367,-11.169,-5.188,-0.485,-0.186,0.774,1746798265.563342,hammering,3
-47.424,-8.789,-29.114,-0.712,-0.34,1.057,1746798265.832258,hammering,3
23.315,-14.343,12.268,-0.5,-0.426,1.039,1746798265.832258,hammering,3
-39.978,-43.396,-36.438,-0.383,-0.15,0.816,1746798265.903039,hammering,3
30.09,-0.061,1.038,-0.465,-0.53,1.138,1746798266.04627,hammering,3
17.273,-5.127,17.517,-0.521,-0.248,0.874,1746798266.130252,hammering,3
-21.729,-16.235,-15.808,-0.3,-0.118,0.739,1746798266.21576,hammering,3
-0.061,106.995,32.654,-2.163,-1.224,1.782,1746798266.372516,hammering,3
27.832,-12.756,25.696,-0.571,-0.211,0.901,1746798266.430215,hammering,3
-25.757,-47.791,-20.691,-0.3,-0.164,0.77,1746798266.548848,hammering,3
34.973,44.312,28.32,-3.89,-1.664,1.569,1746798266.642112,hammering,3
22.583,-0.61,25.33,-0.552,-0.28,0.824,1746798266.741907,hammering,3
7.324,4.883,1.465,-0.274,-0.098,0.61,1746798266.86671,hammering,3
-36.682,20.569,-56.763,0.056,-0.296,0.003,1746798266.970505,hammering,3
31.921,-5.676,21.973,-0.48,-0.299,0.787,1746798267.069872,hammering,3
13.428,-14.343,-0.244,-0.269,-0.091,0.602,1746798267.167529,hammering,3
-49.683,-4.883,-59.875,-0.469,-0.414,1.124,1746798267.282524,hammering,3
33.081,14.771,13.489,-0.508,-0.369,0.766,1746798267.396148,hammering,3
16.907,-23.132,19.165,-0.263,-0.085,0.661,1746798267.496218,hammering,3
-65.979,-11.475,-49.072,-0.237,-0.283,1.16,1746798267.661538,hammering,3
40.771,87.036,23.315,-0.497,-0.494,1.011,1746798270.077059,hammering,3
26.611,-18.005,31.86,-0.436,-0.242,0.871,1746798270.077059,hammering,3
49.255,62.195,24.292,-0.647,-0.614,1.194,1746798270.090869,hammering,3
30.701,10.437,38.33,-0.553,-0.34,0.935,1746798270.090869,hammering,3
-117.859,-10.559,-131.714,4.102,-2.515,0.977,1746798270.0961,hammering,3
25.024,52.551,2.747,-0.604,-0.306,0.719,1746798270.10386,hammering,3
18.677,33.691,-6.042,-0.594,-0.222,0.796,1746798270.10386,hammering,3
11.414,-1.16,-6.409,-0.573,-0.2,0.899,1746798270.10908,hammering,3
3.967,0.122,6.287,-0.571,-0.202,0.869,1746798270.113966,hammering,3
1.587,-4.211,12.756,-0.669,-0.256,0.86,1746798270.113966,hammering,3
